TH?I KHÓA BI?U D? KI?N K? 20252 - C?P NH?T NGÀY 23.02.2026,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
K?,Tr??ng_Vi?n_Khoa,Mã_l?p,Mã_l?p_kèm,Mã_HP,Tên_HP,Tên_HP_Ti?ng_Anh,Kh?i_l??ng,Ghi_chú,Bu?i_s?,Th?,Th?i_gian,B?,KT,Kíp,Tu?n,Phòng,C?n_TN,SL?K,SL_Max,Tr?ng_thái,Lo?i_l?p,??t_m?,Mã_QL,TeachingType
20252,KKTVQL,169942,169942,EM2132,Toán kinh t? II,Economics Mathematis II,2(2-1-0-4),K? toán-TCNH-K69C,1,5,1230-1455,1,3,Chi?u,"25-32,34-42",D9-203,NULL,75,75,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,169931,169931,EM2200,Giao ti?p kinh doanh,Business Communication,2(2-1-0-4),QTKD-K69C,1,6,1230-1455,1,3,Chi?u,"25-32,34-42",D7-402,NULL,21,40,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,169906,169906,EM2300,Tin h?c kinh t? c? s?,Introduction to IT for Business,2(1-0-2-4),Kinh t?-K69S,1,4,1015-1145,5,6,Sáng,"25,27,29,31,34,36,38,40",C7-223,TN,100,100,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,761538,761538,EM2300,Tin h?c kinh t? c? s?,Introduction to IT for Business,2(1-0-2-4),"DH-BK-KT01-K69, DH-BK-TCNH01-K69",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,TN,NULL,56,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,761567,761567,EM2300,Tin h?c kinh t? c? s?,Introduction to IT for Business,2(1-0-2-4),DH-BK-QTKD01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,TN,NULL,55,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,761573,761573,EM2300,Tin h?c kinh t? c? s?,Introduction to IT for Business,2(1-0-2-4),DH-BK-QTKD02-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,TN,NULL,70,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,766469,766469,EM2300,Tin h?c kinh t? c? s?,Introduction to IT for Business,2(1-0-2-4),N01,1,2,1230-1630,1230,1630,Chi?u,"28,30,32,35,37,39",TVTQB-922,NULL,33,40,?i?u ch?nh ?K,TN,AB,CT CHU?N,
20252,KKTVQL,766470,766470,EM2300,Tin h?c kinh t? c? s?,Introduction to IT for Business,2(1-0-2-4),N02,1,3,1230-1630,1230,1630,Chi?u,"28,30,32,35,37,39",TVTQB-922,NULL,39,40,?i?u ch?nh ?K,TN,AB,CT CHU?N,
20252,KKTVQL,766471,766471,EM2300,Tin h?c kinh t? c? s?,Introduction to IT for Business,2(1-0-2-4),N03,1,4,1230-1630,1230,1630,Chi?u,"28,30,32,35,37,39",TVTQB-922,NULL,28,40,?i?u ch?nh ?K,TN,AB,CT CHU?N,
20252,KKTVQL,168138,168138,EM2301E,Tin h?c kinh t? ??i c??ng,Introduction to IT for Business,3(1-1-2-6),**CTTT-Phân tích kinh doanh-K69C,1,3,1410-1550,3,4,Chi?u,"25-32,34-42",D8-401,TN,32,50,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,168160,168160,EM2301E,Tin h?c kinh t? ??i c??ng,Introduction to IT for Business,3(1-1-2-6),**CTTT-Logistics-K69C,1,3,1600-1730,5,6,Chi?u,"25-32,34-42",D8-401,TN,28,40,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,766472,766472,EM2301E,Tin h?c kinh t? ??i c??ng,Introduction to IT for Business,3(1-1-2-6),N01,1,4,0730-1130,0730,1130,Sáng,"27, 29, 31,32, 35, 37, 39, 41",TVTQB-922,NULL,19,40,?i?u ch?nh ?K,TN,AB,ELITECH,
20252,KKTVQL,766473,766473,EM2301E,Tin h?c kinh t? ??i c??ng,Introduction to IT for Business,3(1-1-2-6),N02,1,5,0730-1130,0730,1130,Sáng,"27, 29, 31,32, 35, 37, 39, 41",TVTQB-922,NULL,24,40,?i?u ch?nh ?K,TN,AB,ELITECH,
20252,KKTVQL,766474,766474,EM2301E,Tin h?c kinh t? ??i c??ng,Introduction to IT for Business,3(1-1-2-6),N03,1,6,0730-1130,0730,1130,Sáng,"27, 29, 31,32, 35, 37, 39, 41",TVTQB-922,NULL,17,40,?i?u ch?nh ?K,TN,AB,ELITECH,
20252,KKTVQL,169915,169915,EM2420,K? thu?t h? th?ng công nghi?p,Industrial System Engineering,3(2-1-1-6),QL công nghi?p-K69C,1,4,1230-1455,1,3,Chi?u,"25-32,34-42",D4-205,TN,70,70,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,169916,169916,EM2420,K? thu?t h? th?ng công nghi?p,Industrial System Engineering,3(2-1-1-6),QL công nghi?p-K69C,1,4,1505-1730,4,6,Chi?u,"25-32,34-42",D4-206,TN,46,70,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,766464,766464,EM2420,K? thu?t h? th?ng công nghi?p,Industrial System Engineering,3(2-1-1-6),N01,1,2,0730-1130,0730,1130,Sáng,"29,30,31,32",D8-1106,NULL,17,30,?i?u ch?nh ?K,TN,AB,CT CHU?N,
20252,KKTVQL,766465,766465,EM2420,K? thu?t h? th?ng công nghi?p,Industrial System Engineering,3(2-1-1-6),N02,1,3,0730-1130,0730,1130,Sáng,"29,30,31,32",D8-1106,NULL,29,30,?i?u ch?nh ?K,TN,AB,CT CHU?N,
20252,KKTVQL,766466,766466,EM2420,K? thu?t h? th?ng công nghi?p,Industrial System Engineering,3(2-1-1-6),N03,1,4,0730-1130,0730,1130,Sáng,"29,30,31,32",D8-1106,NULL,31,30,?i?u ch?nh ?K,TN,AB,CT CHU?N,
20252,KKTVQL,766467,766467,EM2420,K? thu?t h? th?ng công nghi?p,Industrial System Engineering,3(2-1-1-6),N04,1,5,0730-1130,0730,1130,Sáng,"29,30,31,32",D8-1106,NULL,10,30,?i?u ch?nh ?K,TN,AB,CT CHU?N,
20252,KKTVQL,766468,766468,EM2420,K? thu?t h? th?ng công nghi?p,Industrial System Engineering,3(2-1-1-6),N05,1,6,0730-1130,0730,1130,Sáng,"29,30,31,32",D8-1106,NULL,29,30,?i?u ch?nh ?K,TN,AB,CT CHU?N,
20252,KKTVQL,169943,169943,EM2713,K? toán tài chính 1 (BTL),Financial Accounting 1,3(2-2-0-6),(Blend)-K? toán-TCNH-K69C,1,6,1505-1730,4,6,Chi?u,"25-32,34-42",D8-104,NULL,83,85,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,169944,169944,EM2730,Báo cáo tài chính,Financial Report,2(2-1-0-4),K? toán-TCNH-K69C,1,6,1230-1455,1,3,Chi?u,"25-32,34-42",D8-104,NULL,75,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,168148,168148,EM2800E,Qu?n tr? quy trình kinh doanh,Business Process Management,3(3-1-0-6),**CTTT-Phân tích kinh doanh-K69S,1,4,0645-1005,1,4,Sáng,"25-32,34-42",D8-304,NULL,51,50,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,168149,168149,EM2800E,Qu?n tr? quy trình kinh doanh,Business Process Management,3(3-1-0-6),**CTTT-Phân tích kinh doanh-K69S,1,4,1015-1145,5,6,Sáng,"25-32,34-42",D8-311,NULL,34,50,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,168149,168149,EM2800E,Qu?n tr? quy trình kinh doanh,Business Process Management,3(3-1-0-6),**CTTT-Phân tích kinh doanh-K69S,2,5,1015-1145,5,6,Sáng,"25-32,34-42",D6-302,NULL,34,50,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,169092,169092,EM3004,Qu?n tr? d? án,Project Management,2(2-0-0-4),KSCS - KT ?i?n - M? 2-K69C,1,4,1230-1400,1,2,Chi?u,"25-32,34-42",D7-101,NULL,61,60,?i?u ch?nh ?K,LT+BT,AB,KSCSDT,
20252,KKTVQL,169133,169133,EM3004,Qu?n tr? d? án,Project Management,2(2-0-0-4),KSCS - ?K&T?H-K69S,1,5,1015-1145,5,6,Sáng,"25-32,34-42",D8-102,NULL,85,80,?i?u ch?nh ?K,LT+BT,AB,KSCSDT,
20252,KKTVQL,169911,169911,EM3130,Kinh t? l??ng,Econometrics,3(3-1-0-6),QL n?ng l??ng-K69C,1,6,1410-1730,3,6,Chi?u,"25-32,34-42",D4-104,NULL,68,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,169927,169927,EM3140,Kinh t? qu?c t?,International Economics,2(2-1-0-4),QTKD-K69C,1,6,1505-1730,4,6,Chi?u,"25-32,34-42",D7-204,NULL,65,90,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,169304,169304,EM3190,Hành vi c?a t? ch?c,Organizational Behaviors,2(2-1-0-4),(Blend)-HTTT qu?n lý-K69S,1,6,0920-1145,4,6,Sáng,"25,27,29,31,34,36,38,40",D8-104,NULL,78,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,169926,169926,EM3190,Hành vi c?a t? ch?c,Organizational Behaviors,2(2-1-0-4),QL công nghi?p-K69C,1,2,1505-1730,4,6,Chi?u,"25-32,34-42",D8-205,NULL,44,60,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,168145,168145,EM3190E,Hành vi t? ch?c,Organizational Behavior,2(2-1-0-4),**CTTT-Phân tích kinh doanh-K69C,1,5,1230-1455,1,3,Chi?u,"25-32,34-42",D8-306,NULL,60,60,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,168146,168146,EM3190E,Hành vi t? ch?c,Organizational Behavior,2(2-1-0-4),**CTTT-Phân tích kinh doanh-K69C,1,5,1505-1730,4,6,Chi?u,"25-32,34-42",D8-304,NULL,61,60,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,168167,168167,EM3190E,Hành vi t? ch?c,Organizational Behavior,2(2-1-0-4),**CTTT-Logistics-K69C,1,6,1505-1730,4,6,Chi?u,"25-32,34-42",D8-402,NULL,23,65,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,167035,167035,EM3211,Nguyên lý marketing,Principles of Marketing,3(3-1-0-6),(Blend)-QL n?ng l??ng 01 - QL công nghi?p (nhóm 1/2)-K70S,1,3,0645-0815,1,2,Sáng,"25-27,31-43",D5-403,NULL,82,90,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,167036,167036,EM3211,Nguyên lý marketing,Principles of Marketing,3(3-1-0-6),(Blend)-QL n?ng l??ng 01 - QL công nghi?p (nhóm 2/2)-K70S,1,3,0825-1005,3,4,Sáng,"25-27,31-43",D5-404,NULL,85,90,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,167046,167046,EM3211,Nguyên lý marketing,Principles of Marketing,3(3-1-0-6),(Blend)-QL n?ng l??ng 02 - QTKD 03-K70S,1,2,1015-1145,5,6,Sáng,"25-27,31-43",D5-304,NULL,87,90,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,167047,167047,EM3211,Nguyên lý marketing,Principles of Marketing,3(3-1-0-6),"(Blend)-QTKD 01,02-K70S",1,2,0825-1005,3,4,Sáng,"25-27,31-43",D5-405,NULL,79,90,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,169305,169305,EM3211,Nguyên lý marketing,Principles of Marketing,3(3-1-0-6),(Blend)-HTTT qu?n lý-K69S,1,4,1015-1145,5,6,Sáng,"25-32,34-42",D5-304,NULL,81,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,761539,761539,EM3211,Nguyên lý marketing,Principles of Marketing,3(3-1-0-6),"DH-BK-KT01-K69, DH-BK-TCNH01-K69",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,56,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,761568,761568,EM3211,Nguyên lý marketing,Principles of Marketing,3(3-1-0-6),DH-BK-QTKD01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,55,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,761574,761574,EM3211,Nguyên lý marketing,Principles of Marketing,3(3-1-0-6),DH-BK-QTKD02-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,70,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,168153,168153,EM3211E,Nguyên lý marketing,Principles of Marketing,3(3-1-0-6),**CTTT-Phân tích kinh doanh-K69S,1,2,0645-1005,1,4,Sáng,"25-32,34-42",D8-304,NULL,44,55,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,167049,167049,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),QTKD-K70S,1,5,0920-1145,4,6,Sáng,"25-27,31-43",D5-503,NULL,121,120,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,167059,167059,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),K? toán-K70S,1,2,0920-1145,4,6,Sáng,"25-27,31-43",D5-403,NULL,84,100,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,167060,167060,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),TCNH-K70S,1,2,0645-0910,1,3,Sáng,"25-27,31-43",D5-404,NULL,100,100,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,168152,168152,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),**CTTT-Phân tích kinh doanh-K69S,1,6,0920-1145,4,6,Sáng,"25-32,34-42",D8-309,NULL,34,55,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,168165,168165,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),**CTTT-Logistics-K69C,1,5,1230-1455,1,3,Chi?u,"25-32,34-42",D8-403,NULL,60,65,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,169907,169907,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),Kinh t?-K69S,1,2,0645-0910,1,3,Sáng,"25-32,34-42",D9-206,NULL,56,90,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,169908,169908,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),Kinh t?-K69S,1,2,0920-1145,4,6,Sáng,"25-32,34-42",D9-205,NULL,90,90,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,169909,169909,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),Kinh t?-K69S,1,6,0920-1145,4,6,Sáng,"25-32,34-42",D9-206,NULL,89,90,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,761228,761228,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),LT-CTHN-QTKD01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,34,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,761535,761535,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),"DH-BK-KT01-K69, DH-BK-TCNH01-K69",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,56,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,761564,761564,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),DH-BK-QTKD01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,55,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,761570,761570,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),DH-BK-QTKD02-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,70,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,762705,762705,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),DH-BK-QTKD01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,52,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,762713,762713,EM3222,Lu?t kinh doanh,Business Legal Environment,2(2-1-0-4),DH-BK-QTKD02-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,44,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,169903,169903,EM3230,Th?ng kê ?ng d?ng,Applied Statistics,3(3-1-0-6),(Blend)-Kinh t?-K69S,1,5,0645-0815,1,2,Sáng,"25-32,34-42",D4-502,NULL,57,85,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,169904,169904,EM3230,Th?ng kê ?ng d?ng,Applied Statistics,3(3-1-0-6),(Blend)-Kinh t?-K69S,1,5,0825-1005,3,4,Sáng,"25-32,34-42",D4-502,NULL,84,85,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,169905,169905,EM3230,Th?ng kê ?ng d?ng,Applied Statistics,3(3-1-0-6),(Blend)-Kinh t?-K69S,1,5,1015-1145,5,6,Sáng,"25-32,34-42",D4-502,NULL,83,85,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,761974,761974,EM3230,Th?ng kê ?ng d?ng,Applied Statistics,3(3-1-0-6),DH-BK-KT01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,15,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,168143,168143,EM3230E,Th?ng kê ?ng d?ng,Applied Statistics,3(3-1-0-6),**CTTT-Phân tích kinh doanh-K69C,1,4,1230-1400,1,2,Chi?u,"25-32,34-42",D8-306,NULL,60,65,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,168143,168143,EM3230E,Th?ng kê ?ng d?ng,Applied Statistics,3(3-1-0-6),**CTTT-Phân tích kinh doanh-K69C,2,6,1230-1400,1,2,Chi?u,"25-32,34-42",D8-306,NULL,60,65,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,168144,168144,EM3230E,Th?ng kê ?ng d?ng,Applied Statistics,3(3-1-0-6),**CTTT-Phân tích kinh doanh-K69C,1,4,1410-1730,3,6,Chi?u,"25-32,34-42",D8-306,NULL,69,65,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,168162,168162,EM3231E,Th?ng kê ?ng d?ng và thi?t k? l?y m?u,Applied Statistics and Experiment Design,3(3-1-0-6),**CTTT-Logistics-K69C,1,2,1410-1730,3,6,Chi?u,"25-32,34-42",D6-101,NULL,30,40,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,169923,169923,EM3300,Qu?n tr? quy trình kinh doanh,Business Process Management,2(2-1-0-4),QL công nghi?p-K69C,1,6,1230-1455,1,3,Chi?u,"25-32,34-42",D4-306,NULL,74,75,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,169928,169928,EM3300,Qu?n tr? quy trình kinh doanh,Business Process Management,2(2-1-0-4),QTKD-K69C,1,4,1230-1455,1,3,Chi?u,"25-32,34-42",D9-204,NULL,76,75,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,169945,169945,EM3300,Qu?n tr? quy trình kinh doanh,Business Process Management,2(2-1-0-4),K? toán-TCNH-K69C,1,4,1230-1455,1,3,Chi?u,"25-32,34-42",D9-304,NULL,59,75,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,761232,761232,EM3300,Qu?n tr? quy trình kinh doanh,Business Process Management,2(2-1-0-4),LT-CTHN-QTKD01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,34,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,169939,169939,EM3301,??o ??c kinh doanh,Business Ethics,2(2-1-0-4),K? toán-TCNH-K69C,1,5,1230-1455,1,3,Chi?u,"25-32,34-42",D9-202,NULL,66,65,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,169940,169940,EM3301,??o ??c kinh doanh,Business Ethics,2(2-1-0-4),K? toán-TCNH-K69C,1,5,1505-1730,4,6,Chi?u,"25-32,34-42",D9-203,NULL,68,65,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,762057,762057,EM3301,??o ??c kinh doanh,Business Ethics,2(2-1-0-4),DH-BK-KT01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,15,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,762706,762706,EM3301,??o ??c kinh doanh,Business Ethics,2(2-1-0-4),DH-BK-QTKD01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,52,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,762714,762714,EM3301,??o ??c kinh doanh,Business Ethics,2(2-1-0-4),DH-BK-QTKD02-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,44,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,168147,168147,EM3301E,??o ??c kinh doanh,Business Ethics,2(2-1-0-4),**CTTT-Phân tích kinh doanh-K69C,1,5,1230-1455,1,3,Chi?u,"25-32,34-42",D8-304,NULL,49,60,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,169967,169967,EM3310,Mô ph?ng ho?t ??ng kinh doanh,Business Simulation,2(2-1-0-4),QTKD-K68S,1,2,0920-1145,4,6,Sáng,"25-32,34-42",D9-202,NULL,57,70,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,761233,761233,EM3310,Mô ph?ng ho?t ??ng kinh doanh,Business Simulation,2(2-1-0-4),LT-CTHN-QTKD01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,34,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,762707,762707,EM3310,Mô ph?ng ho?t ??ng kinh doanh,Business Simulation,2(2-1-0-4),DH-BK-QTKD01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,52,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,762715,762715,EM3310,Mô ph?ng ho?t ??ng kinh doanh,Business Simulation,2(2-1-0-4),DH-BK-QTKD02-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,44,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,169958,169958,EM3414,T? ch?c lao ??ng,Workforce Planning,2(2-1-0-4),QL công nghi?p-K68S,1,6,0920-1145,4,6,Sáng,"25-32,34-42",D9-202,NULL,45,50,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,168166,168166,EM3415E,Qu?n tr? tinh g?n,Lean Management,2(2-1-0-4),**CTTT-Logistics-K69C,1,5,1505-1730,4,6,Chi?u,"25-32,34-42",D8-403,NULL,26,45,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,169900,169900,EM3417,Qu?n tr? s?n xu?t (BTL),Operations Management,3(2-2-0-6),(Blend)-Kinh t?-K69S,1,2,0645-0910,1,3,Sáng,"25-32,34-42",D9-205,NULL,40,90,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,169901,169901,EM3417,Qu?n tr? s?n xu?t (BTL),Operations Management,3(2-2-0-6),(Blend)-Kinh t?-K69S,1,2,0920-1145,4,6,Sáng,"25-32,34-42",D9-206,NULL,90,90,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,169902,169902,EM3417,Qu?n tr? s?n xu?t (BTL),Operations Management,3(2-2-0-6),(Blend)-Kinh t?-K69S,1,6,0645-0910,1,3,Sáng,"25-32,34-42",D9-206,NULL,92,90,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KKTVQL,762038,762038,EM3417,Qu?n tr? s?n xu?t (BTL),Operations Management,3(2-2-0-6),DH-BK-KT01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,15,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,168139,168139,EM3417E,Qu?n tr? s?n xu?t (BTL),Operations Management,3(2-2-0-6),**CTTT-Phân tích kinh doanh-K69C,1,6,1230-1550,1,4,Chi?u,"25-32,34-42",D8-304,NULL,40,60,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,168025,168025,EM3418E,ERP - Qu?n lý ngu?n l?c doanh nghi?p và Quy trình kinh doanh,ERP- Enterprise Resources Planning and Business Process,3(2-1-1-6),**CTTT-Logistics-K68S,1,6,0920-1145,4,6,Sáng,"25-32,34-42",D8-302,TN,39,60,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,766462,766462,EM3418E,ERP - Qu?n lý ngu?n l?c doanh nghi?p và Quy trình kinh doanh,ERP- Enterprise Resources Planning and Business Process,3(2-1-1-6),N01,1,2,1230-1545,1230,1545,Chi?u,"29,30,31,32",D8-1106,NULL,7,30,?i?u ch?nh ?K,TN,AB,ELITECH,
20252,KKTVQL,766463,766463,EM3418E,ERP - Qu?n lý ngu?n l?c doanh nghi?p và Quy trình kinh doanh,ERP- Enterprise Resources Planning and Business Process,3(2-1-1-6),N02,1,3,1230-1545,1230,1545,Chi?u,"29,30,31,32",D8-1106,NULL,31,30,?i?u ch?nh ?K,TN,AB,ELITECH,
20252,KKTVQL,169960,169960,EM3419,H? th?ng s?n xu?t tích h?p máy tính,Computer -Integrated Manufacturing System,3(3-1-0-6),QL công nghi?p-K68S,1,2,0645-1005,1,4,Sáng,"25-32,34-42",D9-104,NULL,45,60,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,168027,168027,EM3424E,Qu?n tr? bán l?,Retail Management,3(3-1-0-6),**CTTT-Logistics-K68C,1,6,1230-1550,1,4,Chi?u,"25-32,34-42",D6-101,NULL,35,40,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
20252,KKTVQL,169919,169919,EM3432,Qu?n tr? chu?i cung ?ng,Supply Chain Management,3(3-1-0-6),QL công nghi?p-K69C,1,3,1410-1730,3,6,Chi?u,"25-32,34-42",D8-405,NULL,59,60,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,169930,169930,EM3432,Qu?n tr? chu?i cung ?ng,Supply Chain Management,3(3-1-0-6),QTKD-K69C,1,2,1410-1730,3,6,Chi?u,"25-32,34-42",D9-202,NULL,38,50,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,KKTVQL,761234,761234,EM3432,Qu?n tr? chu?i cung ?ng,Supply Chain Management,3(3-1-0-6),LT-CTHN-QTKD01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,34,K?t thúc ?K,LT+BT,AB,VLVH,
20252,KKTVQL,168016,168016,EM3434E,E-Logistics,E-Logistics,3(2-2-0-6),**CTTT-Logistics-K68S,1,2,0645-1005,1,4,Sáng,"25-32,34-42",D6-302,NULL,45,45,?i?u ch?nh ?K,LT+BT,AB,ELITECH,
